evidence_id,captured_at,source_type,canonical_url,title,published_at,deployment,author_type,public_role,likely_persona,artifact_type,verbatim_excerpt_max_25_words,original_problem_language,normalized_jtbd,trigger,desired_outcome,current_workaround,dissatisfaction,interaction_required,capability_requirements,disqualifiers,solution_mentioned,adoption_or_result,willingness_signal,engagement_metadata,vendor_authored,duplicate_group,qualification_status,exclusion_reason,relevance_0_5,confidence,jtbd_cluster,notes
E-100,2026-08-02,community_forum_thread,https://community.atlassian.com/forums/Confluence-questions/HTML-Macro-can-s-work-properly/qaq-p/2998224,HTML Macro can's work properly,unknown,unknown,user,unknown,,complaint,HTML Macro can's work properly,unknown — only the thread title was visible,Get an HTML macro to work at all on a Confluence page,unknown,unknown,unknown,unknown — title indicates the macro is not working properly,,,,unknown,unknown,,unknown,no,,qualified,,4,observed-in-search-snippet,J02,"Title-only observation from search results (thread body inaccessible, 403). High thread ID suggests a recent post. Recorded for follow-up, not as evidence of a specific cause."
E-101,2026-08-02,community_forum_thread,https://community.atlassian.com/forums/Confluence-questions/HTML-macro-alternatives-for-adding-custom-CSS-to-a-Confluence/qaq-p/2264970,HTML macro alternatives for adding custom CSS to a Confluence Cloud page,unknown,unknown,user,unknown,,question,HTML macro alternatives for adding custom CSS to a Confluence Cloud page,Seeking alternatives to the HTML macro for adding custom CSS on Cloud,Apply custom CSS/styling to a Confluence Cloud page when the native HTML macro does not exist,No native HTML macro in Confluence Cloud,Custom-styled page content,unknown,unknown,,custom CSS,,unknown,unknown,,,no,,qualified,,4,observed-in-search-snippet,J02,"Title-only. Likely a page-level styling need (parent DOM), which Mini Sites cannot serve — flagging so it is not mistaken for a lead."
E-102,2026-08-02,community_forum_thread,https://community.atlassian.com/forums/Confluence-questions/unknown-macro-html/qaq-p/2955052,unknown macro 'html',unknown,unknown,user,unknown,,complaint,unknown macro 'html',unknown — title only; the error appears when HTML macro content lands on Cloud where the macro does not exist,Restore pages that render an 'unknown macro' error after moving to Confluence Cloud,"Server/DC content migrated to Cloud, or an app uninstalled/not installed",Pages render again,Install a marketplace HTML macro app,Broken pages showing an error placeholder instead of content,,works on Confluence Cloud,,third-party marketplace apps,unknown,,,no,D-16,qualified,,4,observed-in-search-snippet,J03,Title-only observation. Represents the largest recurring entry point into this category: migration breakage. Recent thread ID.
E-103,2026-08-02,community_forum_thread,https://community.atlassian.com/forums/Confluence-questions/How-to-enable-HTML-Macro-on-Confluence-cloud/qaq-p/1068527,Solved: How to enable HTML Macro on Confluence cloud,unknown,unknown,user,unknown,,question,How to enable HTML Macro on Confluence cloud,Users looking for an enable/allow setting that does not exist on Cloud,Turn on / find the HTML macro on Confluence Cloud,Expecting Server/DC behavior on Cloud,HTML embedding on Cloud,Buy a marketplace app,"Activation confusion — the capability is simply absent, and Atlassian's answer is 'use an app'. Search results also surfaced sibling threads: 'HTML macro on Confluence Cloud?' (qaq-p/1318974), 'I am not able to enable HTML macros' (td-p/1549447), 'HTML macro setting are missing' (qaq-p/1343117).",,available on Cloud without admin gymnastics,,marketplace apps (generic),unknown,,,no,,qualified,,4,observed-in-search-snippet,J02,Title-only observations across four sibling threads; recorded as one artifact representing the activation-confusion cluster. Confirms steady inbound demand into this category.
E-104,2026-08-02,vendor_help_center,https://help.narva.net/html-macro-for-confluence/common-issues-and-limitations,Common Issues and Limitations — HTML Macro for Confluence (Narva),unknown,unknown,vendor_support,unknown,,complaint,you might sometimes encounter 404 Attachment Not Found error,"When using the HTML from Page Attachment macro to render an HTML file, a 404 Attachment Not Found error can occur; also, enabling the security (domain allowlist) feature can break existing macros.",Render an HTML file stored as a Confluence page attachment,"Using attachment-based HTML rendering, or an admin turning on the trusted-domain allowlist",Reliable file-based publishing and security controls that do not break existing content,unknown,"Attachment-sourced rendering is unreliable, and an admin security setting silently breaks macros that already worked — a support and trust problem",,stable file hosting for the bundle; security controls that do not break published content,,"HTML Macro for Confluence (Narva, app 1221472)",unknown,,,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J01,Content observed only via search-result summary; direct WebFetch of help.narva.net returned 403. Directly comparable to Mini Sites' own model (bundle hosted off-page rather than as attachments).
E-105,2026-08-02,vendor_help_center,https://help.narva.net/html-macro-for-confluence/html-macro-security,HTML Macro Security (Narva),unknown,unknown,vendor_support,unknown,,counterevidence,Confluence users will be restricted to only interact with trusted domains,"Admins define trusted domains (allowlisting); when a domain allowlist is defined, users are restricted to interacting only with trusted domains for HTML, JavaScript and third-party iframe embeds.",Let admins permit HTML embedding without opening an uncontrolled security hole,Security review of an HTML macro app by a Confluence admin,Admin-controllable embedding,n/a,n/a — this is the competitor's answer to the admin-security objection,,admin-visible security posture,,HTML Macro for Confluence (Narva),unknown,,,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J02,"Competitive context: Narva sells allowlisting as the security story (still allows outbound calls to trusted domains). Mini Sites' CSP blocks external network calls outright — a stronger but less flexible posture. Useful for positioning, not user evidence."
E-106,2026-08-02,vendor_pricing_page,https://appfire.com/pricing-updates/html-macro-confluence-cloud,2025 app pricing: HTML Macro for Confluence Cloud,2025-07-01,unknown,vendor,unknown,,counterevidence,2025 app pricing: HTML Macro for Confluence Cloud,Appfire published a pricing update for HTML Macro for Confluence Cloud effective July 1st 2025,Budget for an HTML embedding capability on Confluence Cloud,Vendor price increase,Predictable cost,unknown,Price increases on a single-macro utility app are a well-known driver of negative marketplace reviews; broader search results also surfaced general complaints that per-user marketplace app pricing multiplies painfully at scale.,,,,HTML Macro for Confluence Cloud (Appfire),unknown,unknown,,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J02,"Only the page title/URL and a summarizer claim of '$220 for 25 users' were surfaced; I did NOT verify the dollar figure on the page itself, so treat the amount as unconfirmed. The existence of a July 2025 price update is the confirmed part."
E-107,2026-08-02,vendor_blog_practitioner_story,https://interworks.com/blog/2026/06/26/building-an-internal-app-to-host-and-share-ai-generated-html-artifacts/,Building an Internal App to Host and Share AI-Generated HTML Artifacts - InterWorks,2026-06-26,"enterprise internal (consultancy, ~staff-wide)",practitioner (consultancy staff describing their own internal problem),unknown,consultant / data-analytics practitioner producing client-facing and internal artifacts with AI,workaround,"Slack, Box and email all move the file around, but none of them render it—click the link and you get a download prompt","AI is good at producing HTML artifacts like research summaries, mockups, and meeting agendas; the trouble starts when you try to share one. Slack, Box and email move the file but do not render it.","When my AI assistant generates an HTML artifact (research summary, mockup, dashboard, meeting agenda), I want a colleague to click one link and SEE it rendered, without a download prompt or a manual open-in-browser step.",AI tools (Claude Code etc.) started producing HTML artifacts routinely; existing file-sharing channels could not render them.,"Drop an HTML file in, get back a link that opens the page directly in a browser for anyone with access.","Built their own internal web app ('HTML Share') — full-stack TypeScript on Railway behind Cloudflare Zero Trust, built with Claude Code; serves files from Box where staff already store them, plus temporary in-app hosting, with alias, expiration and early takedown controls.",High enough that a consultancy spent engineering time building and operating a bespoke internal hosting app rather than using an existing product.,none (read-only observation),renders HTML inline rather than downloading; access control / behind SSO or Zero Trust; sits where files already live (Box); expiration + takedown; update an existing file in place,"No Confluence mention observed; their stack is Box-centric, so the Confluence-native wedge is not directly evidenced here.",Self-built 'HTML Share' app; Box; Railway; Cloudflare Zero Trust,Shipped internally; companion post published a month earlier (2026-05-20) telling the origin story.,"Built + operates internal tooling (build-vs-buy resolved as build) — indicates real budget/effort, but also that no off-the-shelf enterprise-perimeter option was chosen.",unknown,no,,qualified,,4,observed-in-search-snippet,J15,"HIGHEST-VALUE H4 ARTIFACT. Direct WebFetch of the page returned HTTP 403, so the excerpt above is the wording surfaced in the search-result extract of this page, not a certified byte-for-byte page read. Treat as near-verbatim, re-verify before quoting externally. InterWorks is a consultancy (sells services and a product called Curator), so the post has promotional context, but it describes an inte"
E-108,2026-08-02,vendor_blog_practitioner_story,https://interworks.com/blog/2026/05/20/html-share-a-story-of-solving-a-problem-with-a-simple-app,HTML Share: A Story of Solving a Problem with a Simple App - InterWorks,2026-05-20,enterprise internal,practitioner (consultancy staff),unknown,consultant / practitioner,workaround,HTML Share: A Story of Solving a Problem with a Simple App,unknown (only the title was observed; page not fetched),"Same JTBD as the companion post: turn an AI-generated HTML file into a rendered, shareable, access-controlled link for colleagues.",unknown,unknown beyond title,The 'HTML Share' internal app (see companion post),unknown,none,,Only the title was observed in search results; contents unverified.,HTML Share (self-built),unknown,unknown,unknown,no,,qualified,,4,observed-in-search-snippet,J15,"Companion/origin-story post to the 2026-06-26 piece. Listed separately because it is a second dated data point on the same real internal need. Contents NOT read (WebFetch budget exhausted, 403)."
E-109,2026-08-02,hacker_news,https://news.ycombinator.com/item?id=48275936,Why can't anyone build a decent deployment platform for plain HTML?,unknown,unknown,developer (HN submitter/community),unknown,developer,complaint,Why can't anyone build a decent deployment platform for plain HTML?,Title observed verbatim in search results; thread body/comments not read.,"I have plain static HTML and want it live for others without Git repos, build config, CLI installs or CI/CD ceremony.",unknown,A frictionless way to put plain HTML in front of people.,"Search synthesis (not the thread itself) attributed complaints that Vercel/Netlify feel like overkill — requiring Git repos, build configuration, CLI tools and pipelines — and that some prefer plain nginx. Not confirmed as thread verbatim.",Title is itself an exasperation signal ('Why can't anyone...').,none,no build step; no Git repo required; no CLI install; just upload and it's live,"Not AI-specific on its face — this is the general plain-HTML deployment complaint. Supports the adjacent need but does NOT by itself prove the AI-generated-app trigger, and no team/enterprise-perimeter angle was observed.","Vercel, Netlify, nginx (per search synthesis, unconfirmed)",unknown,unknown,unknown (comment count not observed),no,,qualified,,4,observed-in-search-snippet,J01,"news.ycombinator.com is not directly fetchable in this environment and hn.algolia.com API returned 403, so only the title was observed. Worth a manual read — likely the richest single user-authored thread found."
E-110,2026-08-02,hacker_news_comment,https://news.ycombinator.com/item?id=47810597,"HN comment: ""Really annoying but I can't figure out how to share a link from Claude Design?""",unknown,unknown,user (HN commenter),unknown,unknown (HN reader; could be designer or dev),complaint,Really annoying but I can't figure out how to share a link from Claude Design?,"""Really annoying but I can't figure out how to share a link from Claude Design? I..."" (truncated in the search result)",I made something in an AI tool and want to hand a colleague a link to it; I cannot work out how.,Produced something in an AI design/build tool.,A shareable link to an AI-produced design/app.,unknown (comment truncated),Explicit ('Really annoying').,none,shareable link out of an AI-generation tool,Comment text was truncated in the search result; the full comment and its thread were not read. No team/Confluence angle observed.,Claude Design,unknown,unknown,unknown,no,,qualified,,4,observed-in-search-snippet,J15,Genuine user-authored friction statement about sharing AI-generated output. Short and partial — verify the full comment before citing.
E-111,2026-08-02,hacker_news,https://news.ycombinator.com/item?id=47413781,Show HN: MCP server that turns local files into a shareable link instantly,unknown,unknown,developer (Show HN author),unknown,AI-tooling developer,workaround,Show HN: MCP server that turns local files into a shareable link instantly,Title only.,"When my AI agent produces a file locally, I want it to become a shareable link instantly, from inside the agent session.",AI agents generating local files that then need to be shared.,"Local file → shareable link, instantly, no manual upload step.",Built an MCP server so the AI agent itself can publish the file.,Implied by building the tool.,none,agent-invocable publish step; instant link; no manual upload,"Title-only observation; individual/dev-centric, no enterprise-permission or wiki angle observed.",MCP server (self-built),unknown,"Built and posted a tool — effort, not necessarily spend.",unknown,no,,qualified,,4,observed-in-search-snippet,J15,"Relevant as an adjacent shape of the same job (publish-from-agent), notable because it implies the publish step wants to be callable by the AI, not just by a human uploader."
E-112,2026-08-02,x_twitter,https://x.com/om_patel5/status/2081494782396747779,Om Patel on X — Claude shared artifacts indexed publicly,unknown (incident reported ~2026-07-27 per TechCrunch URL),"enterprise/company (dashboards, project plans, client details cited)",user (X poster reporting on an incident),unknown,AI practitioner / security-aware observer,counterevidence,"every app, doc, dashboard and tool people published from claude is also sitting indexed and searchable","""people have already pulled up internal company dashboards, full project plans with client details"" (as shown in the search-result title text)",I need the small app/dashboard my AI built to be visible to my team only — not on a public link that search engines can index.,Discovery that Claude shared chats/artifacts were indexed by Google.,Permission-scoped hosting for AI-generated apps/dashboards instead of public share links.,Public artifact share links (which is exactly what failed here).,Alarm; framed as a data-exposure incident.,none,no public indexing; inherits org/page permissions; not a guessable public URL,Second-hand incident commentary rather than a first-person 'I need somewhere to put this' request. x.com content was seen only as a search-result title excerpt.,Claude Artifacts public publishing,Covered by TechCrunch (https://techcrunch.com/2026/07/27/psa-your-claude-shared-chats-and-artifacts-may-have-ended-up-on-google/) and VentureBeat; HN thread at https://news.ycombinator.com/item?id=49075115,unknown,unknown,no,,qualified_counterevidence,,4,observed-in-search-snippet,J15,"Strategically the most useful supporting signal for a permission-inheriting host: it evidences (a) that people DO build internal company dashboards/tools as AI artifacts, and (b) that the default public-link sharing path has already caused a visible exposure incident."
E-113,2026-08-02,github_issue,https://github.com/anthropics/claude-code/issues/71290,Claude lacks knowledge of claude.ai artifact sharing — gives incorrect alternatives instead,unknown,unknown,user (GitHub issue reporter),unknown,developer,complaint,Claude lacks knowledge of claude.ai artifact sharing — gives incorrect alternatives instead,Title only.,I want to share what the AI built and I need a correct answer about how to do it.,Asked the model how to share an artifact and got wrong alternatives.,Correct guidance on sharing artifacts.,unknown,Filed an issue.,none,,"This is a model-knowledge bug report, not a hosting/permission gap. Weak H4 evidence — included only because it shows 'how do I share this' is a live, recurring question.",claude.ai artifact sharing,unknown,unknown,unknown,no,,qualified,,4,observed-in-search-snippet,J15,Title observed in search results; issue body not read.
E-114,2026-08-02,dev_community_blog,https://dev.to/dumebii/i-vibe-coded-an-internal-tool-that-slashed-my-content-workflow-by-4-hours-310f,I vibe-coded an internal tool that slashed my content workflow by 4 hours - DEV Community,unknown,individual → internal,practitioner (content/marketing individual),unknown,non-engineer building their own tool,tutorial_comment,I vibe-coded an internal tool that slashed my content workflow by 4 hours,Title only.,Build a small internal tool by vibe-coding to remove hours of manual workflow.,Manual content workflow taking hours.,Working internal tool without engineering help.,unknown,unknown,none,,"STRICT-CRITERIA FAIL for the sharing hypothesis: evidences that non-engineers vibe-code internal tools, but no observed statement of a sharing/deployment gap. Body not read.",vibe coding,Claims 4 hours saved.,unknown,unknown,no,,qualified,,4,observed-in-search-snippet,J15,"Included as context only — supports the 'AI-generated internal tools are being made by non-engineers' premise, not the 'where do I put it' gap."
E-115,2026-08-02,vendor_product_page,https://handoff.host/,Handoff - Share AI-Generated HTML Artifacts with Instant URLs,unknown,"individual/small team; public-web URLs, not enterprise-perimeter",vendor,unknown,"AI power user, designer, developer",counterevidence,Handoff - Share AI-Generated HTML Artifacts with Instant URLs,"Product positioning language, not a user complaint.","Turn a local AI-generated HTML file into a permanent, versioned, shareable URL in seconds.",n/a,"Instant, permanent, versioned links for AI-generated HTML.",n/a,n/a,none,instant URL; versioning; no build step,"Vendor marketing. Positioning is public/instant URLs — NOT permission-inherited, NOT inside a wiki. Competitive but not overlapping the Confluence-native wedge.",Handoff,Also runs comparison/SEO content vs Tiiny.host and vs PageDrop/VibeShare.,A funded/at-least-launched commercial product exists for exactly this JTBD — market-existence evidence.,unknown,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J15,MARKET-CATEGORY EVIDENCE. The strongest indirect support for H4: a named product category ('share the HTML your AI just made') materialised in 2026.
E-116,2026-08-02,vendor_blog,https://handoff.host/blog/pagedrop-vs-handoff-vs-vibeshare/,PageDrop.io vs Handoff vs VibeShare: HTML Sharing Compared (2026) - Handoff Blog,2026,"individual/small team, public web",vendor,unknown,AI user with an HTML file,counterevidence,PageDrop.io vs Handoff vs VibeShare: HTML Sharing Compared (2026),n/a,Choose among several 2026-vintage services whose whole purpose is publishing a single AI-generated HTML file to a link.,n/a,n/a,n/a,n/a,none,,"All vendor/SEO content; none observed to offer permission-inherited, inside-the-wiki hosting.","PageDrop.io, Handoff, VibeShare, Tiiny.host, Netlify Drop",unknown,"At least three named competitors (PageDrop.io, Handoff, VibeShare) plus Tiiny.host, GeminiLaunch, HTMLPUT, Stacktree, Anchorify, sharable.link, send.co, Display.dev, hummingdeck all publishing on this exact topic in 2026 — dense category, implies real search demand.",unknown,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J15,"Representative of a large cluster of near-identical 2026 comparison posts observed across searches (hummingdeck 'Host a Single HTML File: 8 Tools Compared (2026)', Display.dev 'How to Share Claude (and Codex) Artifacts Externally: 8 Tools Compared', Stacktree 'Best private HTML hosting for AI agents (2026)', automatonagency.com 'How to share an HTML file (the one your AI just made you) — 2026', bl"
E-117,2026-08-02,vendor_docs,https://support.box.com/hc/en-us/articles/52424402391443-Create-edit-and-render-HTML-files-natively-in-Box,"Create, edit, and render HTML files natively in Box – Box Support",unknown,enterprise,vendor (Box),unknown,enterprise knowledge worker,counterevidence,"Create, edit, and render HTML files natively in Box",n/a,"Render an HTML file in place, inside the enterprise content platform where it already lives, with existing permissions.",n/a,n/a,n/a,n/a,none,native render inside the content platform; inherits platform permissions,"IMPORTANT COUNTEREVIDENCE: a major enterprise content platform has shipped native in-place HTML rendering, i.e. incumbents are absorbing this need. Note that InterWorks still built a separate app on top of Box, which suggests Box's native render did not fully close the gap for them (ordering of the two unknown).",Box native HTML rendering,unknown,n/a,unknown,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J15,Directly relevant risk signal for the Confluence wedge: expect Atlassian to be able to do the same. Only the doc title was observed.
E-118,2026-08-02,vendor_blog,https://www.atlassian.com/blog/company-news/rovo-team-26,Rovo makes AI-native teamwork real for the enterprise - Inside Atlassian,2026 (Team '26),enterprise (Confluence Premium/Enterprise),vendor (Atlassian),unknown,any Confluence user,counterevidence,a Confluence page can be sent directly to these tools to generate a working web application,n/a,Turn a Confluence page into a working web application / prototype for the team.,n/a,n/a,n/a,n/a,none,generate app from page; no copy-pasting,"Vendor marketing; the wording above was surfaced in a search-result synthesis attributing partner agents (Lovable/Replit/Gamma) to Atlassian, and was seen across the atlassian.com and buzzclan.com results rather than read on-page.","Rovo Studio; partner agents for Lovable, Replit and Gamma; Remix with Rovo",Rovo Studio described as generally available.,n/a,unknown,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,NAT,"STRATEGICALLY IMPORTANT AND DOUBLE-EDGED. Supports H4's premise inside Confluence (Atlassian itself thinks users want to turn pages into working apps) BUT the shipped path sends the user OUT to Lovable/Replit to build and presumably host the app — it does not host the generated app live and permission-inherited on the page. That out-bound handoff is precisely the gap this product would close, and "
E-119,2026-08-02,vendor_blog,https://northflank.com/blog/enterprise-vibe-coding-how-to-deploy-ai-generated-apps-safely,Enterprise vibe coding: how to deploy AI-generated apps safely | Blog — Northflank,unknown,enterprise,vendor (PaaS),unknown,platform/security team,counterevidence,Enterprise vibe coding: how to deploy AI-generated apps safely,"Search synthesis attributed to Northflank: teams may use personal tool accounts, share credentials informally, deploy to public URLs, or build on production data without involving engineering or security, resulting in limited IT visibility.","Give non-engineering teams a safe, sanctioned place to run the apps they generate, with audit trails, sandbox isolation and IT visibility.",Marketing/product/support teams building their own tools without engineering.,Sanctioned deployment path with governance.,"Personal accounts, informal credential sharing, public URLs.",n/a (vendor framing),none,access policies; audit trail; sandbox isolation of runtime code; IT visibility,"Vendor marketing, not user testimony. The 'deploy to public URLs' shadow-IT claim is unattributed vendor assertion — do NOT cite as user evidence.",Northflank; internal vibe-coding platform pattern,unknown,n/a,unknown,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J15,"Useful only as a articulation of the governance framing (sandbox isolation + permission inheritance + no external egress), which maps closely to this product's design. Companion post: https://northflank.com/blog/how-to-build-an-internal-vibe-coding-platform"
E-120,2026-08-02,vendor_docs,https://support.claude.com/en/articles/9547008-publish-and-share-artifacts,Publish and share artifacts | Claude Help Center,unknown,enterprise,vendor (Anthropic),unknown,Claude Team/Enterprise user,counterevidence,artifacts created on these accounts can only be shared within your organization—they cannot be published publicly,n/a,Share an AI-generated interactive page with my org (and only my org).,n/a,n/a,n/a,n/a,none,org-scoped sharing,"MATERIAL COUNTEREVIDENCE: for the Claude-generated slice of H4, org-internal sharing already exists natively on Team/Enterprise plans. The residual gap is (a) viewers need a Claude seat, (b) artifacts are single-page with no backend and cannot serve multiple routes or store form input, (c) sharing is org-scoped, not page-scoped or space-scoped like Confluence permissions.",Claude Artifacts org sharing (Team/Enterprise plans),"Third-party workaround market exists specifically because of these constraints (Stacktree, Anchorify, send.co, hummingdeck all publish 'Claude Teams artifact sharing alternative' content).",n/a,unknown,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J15,"The constraint 'an artifact is one self-contained page with no backend, so it can't store form input or serve multiple routes' was surfaced in search synthesis and is the clearest articulation of where a multi-file mini-site differs. Verify wording before external use."
E-121,2026-08-02,atlassian_community_question,https://community.atlassian.com/forums/Confluence-questions/Html-macro-Secuirty-Considerations/qaq-p/1690180,Html macro - Secuirty Considerations,unknown,unknown,Confluence admin / site owner (community questioner),unknown,Confluence/site administrator,counterevidence,Html macro - Secuirty Considerations,unknown (thread body not retrievable),Confluence admin evaluating whether allowing an HTML/JS macro on pages is an acceptable security risk for their site,Admin asked to enable an HTML macro and doing a security assessment first,Assurance that arbitrary user HTML/JS cannot be used for XSS against the site,unknown,unknown,unknown,,"Undercuts the Mini Site assumption that 'sandboxed + secret-scanned' resolves admin objections: the objection is to user-supplied HTML/JS existing on the page at all, and it gets raised before any technical control is evaluated.",Confluence HTML macro,unknown,unknown,unknown,no,,qualified_counterevidence,,4,observed-in-search-snippet,SEC,"Only title + URL observed in search results; community.atlassian.com returns 403 to WebFetch so the thread body and quotes could not be verified. The aggregated search summary (not confirmably from this thread) said: 'Anyone who has access to the site would be able to implement Cross-Site Scripting attacks' — attribution unverified, do not cite as this author's words."
E-122,2026-08-02,atlassian_community_question,https://community.atlassian.com/forums/Confluence-questions/How-to-disable-HTML-Macros/qaq-p/1280613,How to disable HTML Macros,unknown,unknown,Confluence administrator (community questioner),unknown,Confluence/site administrator,counterevidence,How to disable HTML Macros,unknown (thread body not retrievable),Admin wants to switch OFF HTML macro capability site-wide so users cannot embed raw HTML/JS,Admin discovered HTML macro capability was available and wanted it removed,No user-authored HTML/JS renderable on Confluence pages,Disabling the macro modules via Manage apps / system apps,unknown,unknown,,"Directly undercuts the Mini Site TAM assumption that admins who lack an HTML macro want one. A measurable population of admins is deliberately turning this class of capability off, which is a purchase blocker no sandboxing story addresses.",Confluence HTML Macros system app,unknown,negative — actively removing capability rather than buying more of it,unknown,no,,qualified_counterevidence,,4,observed-in-search-snippet,SEC,"Title + URL only; page blocked (403). Search-result summary noted the Data Center HTML macro is 'disabled by default' and that enabling it can make a site vulnerable to XSS — that language appeared in the aggregated summary, source attribution unverified."
E-123,2026-08-02,atlassian_community_question,https://community.atlassian.com/t5/Confluence-questions/Disabling-HTML-macros-on-specific-spaces/qaq-p/1071464,Solved: Disabling HTML macros on specific spaces.,unknown,unknown,Confluence administrator (community questioner),unknown,Confluence/space administrator,counterevidence,Disabling HTML macros on specific spaces.,unknown (thread body not retrievable),"Admin wants HTML/JS embedding restricted to a subset of spaces, not available to all page authors",Governance need to contain who can publish arbitrary HTML,Space-scoped or role-scoped restriction of HTML/JS macros,unknown,unknown,unknown,per-space or per-group restriction of who may publish executable content,"Undercuts Mini Site's 'inherits page permissions, so governance is handled' claim: admins want authoring-side restriction (who may publish a bundle), which page-view permission inheritance does not provide.",HTML macro / macro security controls,unknown,unknown,marked Solved (per search result title),no,,qualified_counterevidence,,4,observed-in-search-snippet,SEC,Title + URL only; community.atlassian.com blocked (403).
E-124,2026-08-02,atlassian_community_question,https://community.atlassian.com/forums/Confluence-questions/Enable-XSS-protection-in-HTML-or-HTML-include-Macro/qaq-p/1576950,Enable XSS protection in HTML or HTML include Macro,unknown,unknown,Confluence administrator / security-minded user,unknown,Confluence administrator with security mandate,counterevidence,Enable XSS protection in HTML or HTML include Macro,unknown (thread body not retrievable),Admin wants XSS protection enforced on any macro that renders user-supplied HTML,Security review or scan flagged HTML/HTML-include macros,XSS protection on HTML macro content,unknown,HTML-rendering macros treated as a vulnerability surface,unknown,XSS protection / sanitization of user HTML,"Shows the buying conversation is framed as risk mitigation, not capability acquisition — a paid app whose core function is executing user JS starts the security review in a deficit regardless of iframe isolation.","HTML macro, HTML include macro",unknown,unknown,unknown,no,,qualified_counterevidence,,4,observed-in-search-snippet,SEC,"Title + URL only; page blocked (403). Aggregated summary line 'both macros can make your environment vulnerable, even on the latest version' could not be attributed to a specific post."
E-125,2026-08-02,atlassian_community_question,https://community.atlassian.com/forums/Confluence-questions/HTML-Macro-without-JS-and-CSS-capability/qaq-p/685013,Solved: HTML Macro without JS and CSS capability,unknown,unknown,Confluence user/admin (community questioner),unknown,Confluence user constrained by org security policy,counterevidence,HTML Macro without JS and CSS capability,unknown (thread body not retrievable),Team wants basic HTML layout on a page but explicitly WITHOUT JavaScript execution,Policy or security constraint forbidding JS in pages,Markup-only rendering with JS/CSS execution disabled,unknown,Existing HTML macros bundle JS execution the org does not want,unknown,HTML rendering with JavaScript disabled,"Strongest direct counterevidence to Mini Site's premise: some buyers want the *opposite* of live JS. A product whose value is 'a live, clickable multi-file JS app' is unsellable to this segment at any price.",HTML macro,unknown,unknown,marked Solved (per search result title),no,,qualified_counterevidence,,4,observed-in-search-snippet,SEC,Title + URL only; page blocked (403).
E-126,2026-08-02,atlassian_community_question,https://community.atlassian.com/forums/Confluence-questions/HTML-macro-on-Confluence-Cloud/qaq-p/1318974,Solved: HTML macro on Confluence Cloud?,unknown,Confluence Cloud,Confluence Cloud user (community questioner); answers likely from community leaders/Atlassian,unknown,Confluence Cloud user post-migration,counterevidence,HTML macro on Confluence Cloud?,unknown (thread body not retrievable),User asks why Confluence Cloud has no native HTML macro and what the sanctioned alternative is,Migrated from Server/DC and found the HTML macro missing on Cloud,Native HTML embedding on Cloud,"Marketplace HTML macro apps, or native embed/Smart Links",Capability intentionally withheld by the platform vendor,unknown,,"Cuts both ways but is net-negative: the gap exists because Atlassian judged arbitrary HTML/JS unsafe for a shared multi-tenant platform. Any app filling it inherits that framing in every enterprise security review, and Atlassian could close or further restrict the surface unilaterally.","Confluence Cloud, HTML macro, Marketplace app alternatives",unknown,unknown,marked Solved (per search result title),no,D-17,qualified_counterevidence,,4,observed-in-search-snippet,SEC,"Title + URL only; page blocked (403). The aggregated search summary asserted Atlassian removed the native HTML macro from Cloud over XSS risk — treat as platform context, not a quotable user statement."
E-127,2026-08-02,atlassian_support_documentation,https://support.atlassian.com/security-and-access-policies/docs/app-access-rule-coverage-summary-for-confluence-cloud/,Marketplace and custom app access control coverage summary for Confluence Cloud | Atlassian Support,unknown,Confluence Cloud,Atlassian (platform vendor documentation),unknown,Org admin / security team,counterevidence,Marketplace and custom app access control coverage summary for Confluence Cloud,n/a,Org admin wants to block third-party apps from accessing content in specific Confluence spaces,Data security policy rollout; admins restricting app access to sensitive spaces,Third-party apps blocked from designated content,App access rules in Data Security Policies,n/a,admin configuration,,"Undercuts 'installed = usable' revenue assumptions. Admins can block an app per-space after install; search results noted that when the rule applies, users can no longer use macros from blocked apps and removing the macro deletes app-stored data — a silent churn and support-load vector for a macro-only product.","App access rule, Data Security Policies","Available on Standard, Premium and Enterprise plans per search results",n/a,n/a (official docs),yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,SEC,"Vendor (Atlassian) documentation, not user testimony. Recorded because it is the mechanism admins in (a)/(b) actually use. Page not fetched; title/URL and search summary only."
